GeneSym	NA	GeneID
LRRC14	na	9684
LRRC14B	na	389257
LRRC15	na	131578
LRRC16A	na	55604
LRRC16B	na	90668
LRRC17	na	10234
LRRC18	na	474354
LRRC19	na	64922
LRRC2	na	79442
LRRC20	na	55222
LRRC23	na	10233
LRRC24	na	441381
LRRC25	na	126364
LRRC26	na	389816
LRRC27	na	80313
LRRC28	na	123355
LRRC29	na	26231
LRRC3	na	81543
LRRC30	na	339291
LRRC31	na	79782
LRRC32	na	2615
LRRC34	na	151827
LRRC36	na	55282
LRRC37A3	na	374819
LRRC37A5P	na	652972
LRRC37B	na	114659
LRRC37BP1	na	147172
LRRC38	na	126755
LRRC39	na	127495
LRRC3B	na	116135
LRRC3C	na	100505591
LRRC4	na	64101
LRRC40	na	55631
LRRC41	na	10489
LRRC42	na	115353
LRRC43	na	254050
LRRC45	na	201255
LRRC46	na	90506
LRRC47	na	57470
LRRC48	na	83450
LRRC49	na	54839
LRRC4B	na	94030
LRRC4C	na	57689
LRRC52	na	440699
LRRC55	na	219527
LRRC56	na	115399
LRRC57	na	255252
LRRC58	na	116064
LRRC59	na	55379
LRRC6	na	23639
LRRC61	na	65999
LRRC63	na	220416
LRRC66	na	339977
LRRC69	na	100130742
LRRC7	na	57554
LRRC70	na	100130733
LRRC71	na	149499
LRRC72	na	100506049
LRRC73	na	221424
LRRC74	na	145497
LRRC74A	na	145497
LRRC75A	na	388341
LRRC75A-AS1	na	125144
LRRC75B	na	388886
LRRC8A	na	56262
LRRC8B	na	23507
LRRC8C	na	84230
LRRC8D	na	55144
LRRC8E	na	80131
LRRC9	na	341883
LRRCC1	na	85444
LRRD1	na	401387
LRRFIP1	na	9208
LRRFIP2	na	9209
LRRIQ1	na	84125
LRRIQ3	na	127255
LRRIQ4	na	344657
LRRK1	na	79705
LRRK2	na	120892
LRRN1	na	57633
LRRN2	na	10446
LRRN3	na	54674
LRRN4	na	164312
LRRN4CL	na	221091
LRRTM1	na	347730
LRRTM2	na	26045
LRRTM3	na	347731
LRRTM4	na	80059
LRSAM1	na	90678
LRTM1	na	57408
LRTM2	na	654429
LRTOMT	na	220074
LRWD1	na	222229
LSAMP	na	4045
LSG1	na	55341
LSM1	na	27257
LSM10	na	84967
LSM11	na	134353
LSM12	na	124801
LSM14A	na	26065
LSM14B	na	149986
LSM2	na	57819
LSM3	na	27258
LSM4	na	25804
LSM5	na	23658
LSM6	na	11157
LSM7	na	51690
LSMEM1	na	286006
LSMEM2	na	132228
LSP1	na	4046
LSR	na	51599
LSS	na	4047
LST1	na	7940
LTA	na	4049
LTA4H	na	4048
LTB	na	4050
LTB4R	na	1241
LTB4R2	na	56413
LTBP1	na	4052
LTBP2	na	4053
LTBP3	na	4054
LTBP4	na	8425
LTBR	na	4055
LTC4S	na	4056
LTF	na	4057
LTK	na	4058
LTN1	na	26046
LTV1	na	84946
LUC7L	na	55692
LUC7L2	na	51631
LUC7L3	na	51747
LUM	na	4060
LURAP1	na	541468
LURAP1L	na	286343
LUZP1	na	7798
LUZP2	na	338645
LUZP4	na	51213
LUZP6	na	767558
LXN	na	56925
LY6D	na	8581
LY6E	na	4061
LY6G5B	na	58496
LY6G5C	na	80741
LY6G6C	na	80740
LY6G6D	na	58530
LY6G6E	na	79136
LY6G6F	na	259215
LY6H	na	4062
LY6K	na	54742
LY75	na	4065
LY75-CD302	na	100526664
LY86	na	9450
LY86-AS1	na	285780
LY9	na	4063
LY96	na	23643
LYAR	na	55646
LYG1	na	129530
LYG2	na	254773
LYL1	na	4066
LYN	na	4067
LYNX1	na	66004
LYPD1	na	116372
LYPD2	na	137797
LYPD3	na	27076
LYPD4	na	147719
LYPD5	na	284348
LYPD6	na	130574
LYPD6B	na	130576
LYPD8	na	646627
LYPLA1	na	10434
LYPLA2	na	11313
LYPLAL1	na	127018
LYRM1	na	57149
LYRM2	na	57226
LYRM4	na	57128
LYRM5	na	144363
LYRM7	na	90624
LYRM9	na	201229
LYSMD1	na	388695
LYSMD2	na	256586
LYSMD3	na	116068
LYSMD4	na	145748
LYST	na	1130
LYVE1	na	10894
LYZ	na	4069
LYZL1	na	84569
LYZL2	na	119180
LYZL4	na	131375
LYZL6	na	57151
LZIC	na	84328
LZTFL1	na	54585
LZTR1	na	8216
LZTS1	na	11178
LZTS2	na	84445
LZTS3	na	9762
M1AP	na	130951
M6PR	na	4074
MAATS1	na	89876
MAB21L1	na	4081
MAB21L2	na	10586
MAB21L3	na	126868
MACC1	na	346389
MACF1	na	23499
MACROD1	na	28992
MACROD2	na	140733
MACROD2-AS1	na	100379174
MAD1L1	na	8379
MAD2L1	na	4085
MAD2L1BP	na	9587
MAD2L2	na	10459
MADCAM1	na	8174
MADD	na	8567
MAEA	na	10296
MAEL	na	84944
MAF	na	4094
MAF1	na	84232
MAFA	na	389692
MAFB	na	9935
MAFF	na	23764
MAFG	na	4097
MAFG-AS1	na	92659
MAFK	na	7975
MAG	na	4099
MAGEA1	na	4100
MAGEA10	na	4109
MAGEA10-MAGEA5	na	100533997
MAGEA11	na	4110
MAGEA12	na	4111
MAGEA2	na	4101
MAGEA2B	na	266740
MAGEA3	na	4102
MAGEA4	na	4103
MAGEA5	na	4104
MAGEA6	na	4105
MAGEA8	na	4107
MAGEA9	na	4108
MAGEA9B	na	728269
MAGEB1	na	4112
MAGEB10	na	139422
MAGEB16	na	139604
MAGEB18	na	286514
MAGEB2	na	4113
MAGEB3	na	4114
MAGEB4	na	4115
MAGEB6	na	158809
MAGEC1	na	9947
MAGEC2	na	51438
MAGEC3	na	139081
MAGED1	na	9500
MAGED2	na	10916
MAGED4	na	728239
MAGED4B	na	81557
MAGEE1	na	57692
MAGEE2	na	139599
MAGEF1	na	64110
MAGEH1	na	28986
MAGEL2	na	54551
MAGI1	na	9223
MAGI2	na	9863
MAGI2-AS3	na	100505881
MAGI3	na	260425
MAGIX	na	79917
MAGOH	na	4116
MAGOHB	na	55110
MAGT1	na	84061
MAK	na	4117
MAK16	na	84549
MAL	na	4118
MAL2	na	114569
MALAT1	na	378938
MALL	na	7851
MALSU1	na	115416
MALT1	na	10892
MAMDC2	na	256691
MAMDC4	na	158056
MAML1	na	9794
MAML2	na	84441
MAML3	na	55534
MAMLD1	na	10046
MAMSTR	na	284358
MAN1A1	na	4121
MAN1A2	na	10905
MAN1B1	na	11253
MAN1C1	na	57134
MAN2A1	na	4124
MAN2A2	na	4122
MAN2B1	na	4125
MAN2B2	na	23324
MAN2C1	na	4123
MANBA	na	4126
MANBAL	na	63905
MANEA	na	79694
MANEAL	na	149175
MANF	na	7873
MANSC1	na	54682
MANSC4	na	100287284
MAOA	na	4128
MAOB	na	4129
MAP10	na	54627
MAP1A	na	4130
MAP1B	na	4131
MAP1LC3A	na	84557
MAP1LC3B	na	81631
MAP1LC3B2	na	643246
MAP1LC3C	na	440738
MAP1S	na	55201
MAP2	na	4133
MAP2K1	na	5604
MAP2K2	na	5605
MAP2K3	na	5606
MAP2K4	na	6416
MAP2K5	na	5607
MAP2K6	na	5608
MAP2K7	na	5609
MAP3K1	na	4214
MAP3K10	na	4294
MAP3K11	na	4296
MAP3K12	na	7786
MAP3K13	na	9175
MAP3K14	na	9020
MAP3K15	na	389840
MAP3K19	na	80122
MAP3K2	na	10746
MAP3K3	na	4215
MAP3K4	na	4216
MAP3K5	na	4217
MAP3K6	na	9064
MAP3K7	na	6885
MAP3K7CL	na	56911
MAP3K8	na	1326
MAP3K9	na	4293
MAP4	na	4134
MAP4K1	na	11184
MAP4K2	na	5871
MAP4K3	na	8491
MAP4K4	na	9448
MAP4K5	na	11183
MAP6	na	4135
MAP6D1	na	79929
MAP7	na	9053
MAP7D1	na	55700
MAP7D2	na	256714
MAP7D3	na	79649
MAP9	na	79884
MAPK1	na	5594
MAPK10	na	5602
MAPK11	na	5600
MAPK12	na	6300
MAPK13	na	5603
MAPK14	na	1432
MAPK15	na	225689
MAPK1IP1L	na	93487
MAPK3	na	5595
MAPK4	na	5596
MAPK6	na	5597
MAPK7	na	5598
MAPK8	na	5599
MAPK8IP1	na	9479
MAPK8IP2	na	23542
MAPK8IP3	na	23162
MAPK9	na	5601
MAPKAP1	na	79109
MAPKAPK2	na	9261
MAPKAPK3	na	7867
MAPKAPK5	na	8550
MAPKAPK5-AS1	na	51275
MAPKBP1	na	23005
MAPRE1	na	22919
MAPRE2	na	10982
MAPRE3	na	22924
MAPT	na	4137
MARC1	na	64757
MARC2	na	54996
MARCH1	na	55016
MARCH10	na	162333
MARCH11	na	441061
MARCH2	na	51257
MARCH3	na	115123
MARCH4	na	57574
MARCH5	na	54708
MARCH6	na	10299
MARCH7	na	64844
MARCH8	na	220972
MARCH9	na	92979
MARCKS	na	4082
MARCKSL1	na	65108
MARCO	na	8685
MARK1	na	4139
MARK2	na	2011
MARK2P9	na	100507674
MARK3	na	4140
MARK4	na	57787
MARS	na	4141
MARS2	na	92935
MARVELD1	na	83742
MARVELD2	na	153562
MARVELD3	na	91862
MAS1	na	4142
MASP1	na	5648
MASP2	na	10747
MAST1	na	22983
MAST2	na	23139
MAST3	na	23031
MAST4	na	375449
MASTL	na	84930
MAT1A	na	4143
MAT2A	na	4144
MAT2B	na	27430
MATK	na	4145
MATN1	na	4146
MATN2	na	4147
MATN3	na	4148
MATN4	na	8785
MATR3	na	9782
MAU2	na	23383
MAVS	na	57506
MAX	na	4149
MAZ	na	4150
MB	na	4151
MB21D1	na	115004
MB21D2	na	151963
MBD1	na	4152
MBD2	na	8932
MBD3	na	53615
MBD3L1	na	85509
MBD3L2	na	125997
MBD3L3	na	653657
MBD3L4	na	653656
MBD3L5	na	284428
MBD4	na	8930
MBD5	na	55777
MBD6	na	114785
MBIP	na	51562
MBL1P	na	8512
MBL2	na	4153
MBLAC1	na	255374
MBLAC2	na	153364
MBNL1	na	4154
MBNL2	na	10150
MBNL3	na	55796
MBOAT1	na	154141
MBOAT2	na	129642
MBOAT4	na	619373
MBOAT7	na	79143
MBP	na	4155
MBTD1	na	54799
MBTPS1	na	8720
MBTPS2	na	51360
MC1R	na	4157
MC2R	na	4158
MC3R	na	4159
MC4R	na	4160
MC5R	na	4161
MCAM	na	4162
MCAT	na	27349
MCC	na	4163
MCCC1	na	56922
MCCC2	na	64087
MCCD1	na	401250
MCEE	na	84693
MCEMP1	na	199675
MCF2	na	4168
MCF2L	na	23263
MCF2L-AS1	na	100289410
MCF2L2	na	23101
MCFD2	na	90411
MCHR1	na	2847
MCHR2	na	84539
MCIDAS	na	345643
MCL1	na	4170
MCM10	na	55388
MCM2	na	4171
MCM3	na	4172
MCM3AP	na	8888
MCM3AP-AS1	na	114044
MCM4	na	4173
MCM5	na	4174
MCM6	na	4175
MCM7	na	4176
MCM8	na	84515
MCM9	na	254394
MCMBP	na	79892
MCMDC2	na	157777
MCOLN1	na	57192
MCOLN2	na	255231
MCOLN3	na	55283
MCPH1	na	79648
MCRS1	na	10445
MCTP1	na	79772
MCTP2	na	55784
MCTS1	na	28985
MCTS2P	na	100101490
MCU	na	90550
MCUR1	na	63933
MDC1	na	9656
MDFI	na	4188
MDFIC	na	29969
MDGA1	na	266727
MDGA2	na	161357
MDH1	na	4190
MDH1B	na	130752
MDH2	na	4191
MDK	na	4192
MDM1	na	56890
MDM2	na	4193
MDM4	na	4194
MDN1	na	23195
MDP1	na	145553
MDS2	na	259283
ME1	na	4199
ME2	na	4200
ME3	na	10873
MEA1	na	4201
MEAF6	na	64769
MECOM	na	2122
MECP2	na	4204
MECR	na	51102
MED1	na	5469
MED10	na	84246
MED11	na	400569
MED12	na	9968
MED12L	na	116931
MED13	na	9969
MED13L	na	23389
MED14	na	9282
MED15	na	51586
MED16	na	10025
MED17	na	9440
MED18	na	54797
MED19	na	219541
MED20	na	9477
MED21	na	9412
MED22	na	6837
MED23	na	9439
MED24	na	9862
MED25	na	81857
MED26	na	9441
MED27	na	9442
MED28	na	80306
MED29	na	55588
MED30	na	90390
MED31	na	51003
MED4	na	29079
MED6	na	10001
MED7	na	9443
MED8	na	112950
MED9	na	55090
MEDAG	na	84935
MEF2A	na	4205
MEF2B	na	100271849
MEF2BNB	na	729991
MEF2BNB-MEF2B	na	4207
MEF2C	na	4208
MEF2D	na	4209
MEFV	na	4210
MEG3	na	55384
MEG8	na	79104
MEGF10	na	84466
MEGF11	na	84465
MEGF6	na	1953
MEGF8	na	1954
MEGF9	na	1955
MEI1	na	150365
MEI4	na	101928601
MEIG1	na	644890
MEIOB	na	254528
MEIS1	na	4211
MEIS2	na	4212
MEIS3	na	56917
MEIS3P1	na	4213
MELK	na	9833
MEMO1	na	7795
MEN1	na	4221
MEOX1	na	4222
MEOX2	na	4223
MEP1A	na	4224
MEP1B	na	4225
MEPCE	na	56257
MEPE	na	56955
MERTK	na	10461
MESDC1	na	59274
MESDC2	na	23184
MESP1	na	55897
MESP2	na	145873
MEST	na	4232
MESTIT1	na	317751
MET	na	4233
METAP1	na	23173
METAP1D	na	254042
METAP2	na	10988
METRN	na	79006
METRNL	na	284207
METTL1	na	4234
METTL10	na	399818
METTL11B	na	149281
METTL12	na	751071
METTL13	na	51603
METTL14	na	57721
METTL15	na	196074
METTL16	na	79066
METTL17	na	64745
METTL18	na	92342
METTL20	na	254013
METTL21A	na	151194
METTL21B	na	25895
METTL21C	na	196541
METTL22	na	79091
METTL23	na	124512
METTL24	na	728464
METTL25	na	84190
METTL2A	na	339175
METTL2B	na	55798
METTL3	na	56339
METTL4	na	64863
METTL5	na	29081
METTL6	na	131965
METTL7A	na	25840
METTL7B	na	196410
METTL8	na	79828
METTL9	na	51108
MEX3A	na	92312
MEX3B	na	84206
MEX3C	na	51320
MEX3D	na	399664
MFAP1	na	4236
MFAP2	na	4237
MFAP3	na	4238
MFAP3L	na	9848
MFAP4	na	4239
MFAP5	na	8076
MFF	na	56947
MFGE8	na	4240
MFHAS1	na	9258
MFI2	na	4241
MFI2-AS1	na	100507057
MFN1	na	55669
MFN2	na	9927
MFNG	na	4242
MFRP	na	83552
MFSD1	na	64747
MFSD10	na	10227
MFSD11	na	79157
MFSD12	na	126321
MFSD2A	na	84879
MFSD2B	na	388931
MFSD3	na	113655
MFSD4	na	148808
MFSD5	na	84975
MFSD6	na	54842
MFSD6L	na	162387
MFSD7	na	84179
MFSD8	na	256471
MFSD9	na	84804
MGA	na	23269
MGAM	na	8972
MGARP	na	84709
MGAT1	na	4245
MGAT2	na	4247
MGAT3	na	4248
MGAT4A	na	11320
MGAT4B	na	11282
MGAT4C	na	25834
MGAT5	na	4249
MGAT5B	na	146664
MGC12916	na	84815
MGC15885	na	197003
MGC16025	na	85009
MGC16142	na	84849
MGC16275	na	85001
MGC27382	na	149047
MGC2889	na	84789
MGC45800	na	90768
MGC45922	na	284365
MGC50722	na	399693
MGC72080	na	389538
MGEA5	na	10724
MGLL	na	11343
MGME1	na	92667
MGMT	na	4255
MGP	na	4256
MGRN1	na	23295
MGST1	na	4257
MGST2	na	4258
MGST3	na	4259
MIA	na	8190
MIA-RAB4B	na	100529262
MIA2	na	117153
MIA3	na	375056
MIAT	na	440823
MIB1	na	57534
MIB2	na	142678
MICAL1	na	64780
MICAL2	na	9645
MICAL3	na	57553
MICALCL	na	84953
MICALL1	na	85377
MICALL2	na	79778
MICB	na	4277
MICU1	na	10367
MICU2	na	221154
MICU3	na	286097
MID1	na	4281
MID1IP1	na	58526
MID2	na	11043
MIDN	na	90007
MIEF1	na	54471
MIEF2	na	125170
MIEN1	na	84299
MIER1	na	57708
MIER2	na	54531
MIER3	na	166968
MIF	na	4282
MIF4GD	na	57409
MIIP	na	60672
MILR1	na	284021
MIMT1	na	100073347
MINA	na	84864
MINK1	na	50488
MINOS1	na	440574
MINOS1-NBL1	na	100532736
MINPP1	na	9562
MIOS	na	54468
MIOX	na	55586
MIP	na	4284
MIPEP	na	4285
MIPOL1	na	145282
MIR1-1	na	406904
MIR1-2	na	406905
MIR100	na	406892
MIR100HG	na	399959
MIR101-1	na	406893
MIR101-2	na	406894
MIR103A1	na	406895
MIR103A2	na	406896
MIR103B1	na	100302238
MIR103B2	na	100302282
MIR105-1	na	406897
MIR105-2	na	406898
MIR106A	na	406899
MIR106B	na	406900
MIR107	na	406901
MIR10A	na	406902
MIR10B	na	406903
MIR1178	na	100302274
MIR1179	na	100302235
MIR1180	na	100302256
MIR1181	na	100302213
MIR1182	na	100302132
MIR1184-1	na	100302111
MIR1184-2	na	100422985
MIR1184-3	na	100422977
MIR1185-1	na	100302157
MIR1185-2	na	100302209
MIR1193	na	100422837
MIR1197	na	100302250
MIR1199	na	102466515
MIR1200	na	100302113
MIR1203	na	100302211
MIR1204	na	100302185
MIR1205	na	100302161
MIR1206	na	100302170
MIR1207	na	100302175
MIR1208	na	100302281
MIR122	na	406906
MIR1224	na	100187716
MIR1225	na	100188847
MIR1226	na	100302232
MIR1227	na	100302283
MIR1228	na	100302201
MIR1229	na	100302156
MIR1231	na	100302158
MIR1233-1	na	100302160
MIR1233-2	na	100422845
MIR1234	na	100302196
MIR1236	na	100302242
MIR1237	na	100302280
MIR1238	na	100302226
MIR124-1	na	406907
MIR124-2	na	406908
MIR124-3	na	406909
MIR1243	na	100302188
MIR1244-1	na	100302285
MIR1244-2	na	100422885
MIR1244-3	na	100422872
MIR1245A	na	100302219
MIR1245B	na	100616324
MIR1246	na	100302142
MIR1247	na	100302145
MIR1248	na	100302143
MIR1249	na	100302149
MIR1250	na	100302229
MIR1251	na	100302289
MIR1252	na	100302136
MIR1253	na	100302208
MIR1256	na	100302155
MIR1257	na	100302168
MIR1258	na	100302172
MIR125A	na	406910
MIR125B1	na	406911
MIR125B2	na	406912
MIR126	na	406913
MIR1260A	na	100302236
MIR1260B	na	100422991
MIR1262	na	100302279
MIR1264	na	100302251
MIR1265	na	100302116
MIR1266	na	100302202
MIR127	na	406914
MIR1270	na	100302179
MIR1272	na	100302184
MIR1275	na	100302123
MIR1276	na	100302121
MIR1277	na	100302214
MIR1278	na	100302163
MIR1279	na	100302182
MIR128-1	na	406915
MIR128-2	na	406916
MIR1281	na	100302237
MIR1282	na	100302254
MIR1283-1	na	100302265
MIR1283-2	na	100302205
MIR1284	na	100302112
MIR1286	na	100302118
MIR1287	na	100302133
MIR1288	na	100302124
MIR1289-2	na	100302134
MIR129-1	na	406917
MIR129-2	na	406918
MIR1291	na	100302221
MIR1292	na	100302138
MIR1293	na	100302220
MIR1295A	na	100302178
MIR1296	na	100302150
MIR1297	na	100302187
MIR1298	na	100302153
MIR1301	na	100302246
MIR1304	na	100302240
MIR1305	na	100302270
MIR1306	na	100302197
MIR1307	na	100302174
MIR130A	na	406919
MIR130B	na	406920
MIR132	na	406921
MIR1322	na	100302166
MIR1323	na	100302255
MIR1324	na	100302212
MIR133A1	na	406922
MIR133A2	na	406923
MIR133B	na	442890
MIR134	na	406924
MIR1343	na	100616437
MIR135A1	na	406925
MIR135A2	na	406926
MIR135B	na	442891
MIR136	na	406927
MIR137	na	406928
MIR138-1	na	406929
MIR138-2	na	406930
MIR139	na	406931
MIR140	na	406932
MIR141	na	406933
MIR142	na	406934
MIR143	na	406935
MIR143HG	na	728264
MIR144	na	406936
MIR145	na	406937
MIR1468	na	100302115
MIR1469	na	100302258
MIR146A	na	406938
MIR146B	na	574447
MIR1470	na	100302127
MIR1471	na	100302126
MIR147A	na	406939
MIR147B	na	100126311
MIR148A	na	406940
MIR148B	na	442892
MIR149	na	406941
MIR150	na	406942
MIR152	na	406943
MIR153-1	na	406944
MIR153-2	na	406945
MIR1537	na	100302139
MIR1538	na	100302119
MIR1539	na	100302257
MIR154	na	406946
MIR155	na	406947
MIR155HG	na	114614
MIR15A	na	406948
MIR15B	na	406949
MIR16-1	na	406950
MIR16-2	na	406951
MIR17	na	406952
MIR17HG	na	407975
MIR181A1	na	406995
MIR181A2	na	406954
MIR181A2HG	na	100379345
MIR181B1	na	406955
MIR181B2	na	406956
MIR181C	na	406957
MIR181D	na	574457
MIR182	na	406958
MIR1827	na	100302217
MIR183	na	406959
MIR184	na	406960
MIR185	na	406961
MIR186	na	406962
MIR187	na	406963
MIR188	na	406964
MIR18A	na	406953
MIR18B	na	574033
MIR1908	na	100302263
MIR1909	na	100302210
MIR190A	na	406965
MIR190B	na	100126346
MIR191	na	406966
MIR1910	na	100302261
MIR1911	na	100302222
MIR1912	na	100302144
MIR1913	na	100302141
MIR1914	na	100302137
MIR1915	na	100302129
MIR192	na	406967
MIR193A	na	406968
MIR193B	na	574455
MIR194-1	na	406969
MIR194-2	na	406970
MIR195	na	406971
MIR196A1	na	406972
MIR196A2	na	406973
MIR196B	na	442920
MIR197	na	406974
MIR1972-1	na	100302243
MIR1972-2	na	100422922
MIR1973	na	100302290
MIR1976	na	100302190
MIR198	na	406975
MIR199A1	na	406976
MIR199A2	na	406977
MIR199B	na	406978
MIR19A	na	406979
MIR19B1	na	406980
MIR19B2	na	406981
MIR200A	na	406983
MIR200B	na	406984
MIR200C	na	406985
MIR202	na	574448
MIR203A	na	406986
MIR203B	na	100616173
MIR204	na	406987
MIR205	na	406988
MIR2052	na	100302260
MIR2053	na	100302225
MIR2054	na	100302267
MIR205HG	na	642587
MIR206	na	406989
MIR208A	na	406990
MIR208B	na	100126336
MIR20A	na	406982
MIR20B	na	574032
MIR21	na	406991
MIR210	na	406992
MIR210HG	na	100506211
MIR211	na	406993
MIR2110	na	100302224
MIR2113	na	100302164
MIR2114	na	100313839
MIR2116	na	100313886
MIR2117	na	100313779
MIR212	na	406994
MIR214	na	406996
MIR215	na	406997
MIR216A	na	406998
MIR216B	na	100126319
MIR217	na	406999
MIR218-1	na	407000
MIR218-2	na	407001
MIR219A1	na	407002
MIR219A2	na	407003
MIR219B	na	100616335
MIR22	na	407004
MIR221	na	407006
MIR222	na	407007
MIR223	na	407008
MIR2276	na	100313842
MIR2277	na	100313887
MIR2278	na	100313780
MIR22HG	na	84981
MIR2355	na	100423036
MIR2392	na	100616495
MIR23A	na	407010
MIR23B	na	407011
MIR23C	na	100500809
MIR24-1	na	407012
MIR24-2	na	407013
MIR2467	na	100616360
MIR25	na	407014
MIR2681	na	100616110
MIR2682	na	100616452
MIR26A1	na	407015
MIR26A2	na	407016
MIR26B	na	407017
MIR27A	na	407018
MIR27B	na	407019
MIR2861	na	100422910
MIR2909	na	100422969
MIR296	na	407022
MIR298	na	100126296
MIR299	na	407023
MIR29A	na	407021
MIR29B1	na	407024
MIR29B2	na	407025
MIR29C	na	407026
MIR300	na	100126297
MIR301A	na	407027
MIR301B	na	100126318
MIR302A	na	407028
MIR302B	na	442894
MIR302C	na	442895
MIR302D	na	442896
MIR302F	na	100302131
MIR3064	na	100616387
MIR3065	na	100422915
MIR3074	na	100422842
MIR30A	na	407029
MIR30B	na	407030
MIR30C1	na	407031
MIR30C2	na	407032
MIR30D	na	407033
MIR30E	na	407034
MIR31	na	407035
MIR3115	na	100422866
MIR3117	na	100422871
MIR3119-1	na	100422839
MIR3119-2	na	100423010
MIR3120	na	100422882
MIR3121	na	100423032
MIR3122	na	100422947
MIR3123	na	100422856
MIR3124	na	100422879
MIR3125	na	100422986
MIR3126	na	100423030
MIR3127	na	100422928
MIR3128	na	100422824
MIR3129	na	100422908
MIR3130-1	na	100422993
MIR3130-2	na	100423002
MIR3131	na	100422957
MIR3132	na	100423039
MIR3134	na	100422990
MIR3136	na	100422859
MIR3138	na	100423011
MIR3140	na	100422896
MIR3141	na	100422950
MIR3142	na	100422938
MIR3143	na	100422934
MIR3145	na	100423001
MIR3146	na	100422967
MIR3147	na	100422939
MIR3148	na	100422876
MIR3150A	na	100422964
MIR3150B	na	100500907
MIR3151	na	100422992
MIR3152	na	100422869
MIR3153	na	100422936
MIR3154	na	100422893
MIR3155A	na	100422989
MIR3155B	na	100628560
MIR3156-1	na	100422988
MIR3156-2	na	100422907
MIR3156-3	na	100423018
MIR3157	na	100422892
MIR3158-1	na	100422900
MIR3158-2	na	100423033
MIR3160-1	na	100422827
MIR3160-2	na	100422825
MIR3162	na	100422880
MIR3165	na	100422953
MIR3167	na	100422918
MIR3169	na	100422973
MIR3170	na	100422881
MIR3173	na	100422981
MIR3175	na	100422995
MIR3176	na	100423037
MIR3177	na	100423012
MIR3178	na	100422974
MIR3179-1	na	100422960
MIR3179-2	na	100422886
MIR3179-3	na	100423006
MIR3180-1	na	100422870
MIR3180-2	na	100422956
MIR3180-3	na	100422836
MIR3180-4	na	100500852
MIR3180-5	na	100500916
MIR3182	na	100422853
MIR3183	na	100422835
MIR3184	na	100423003
MIR3185	na	100422978
MIR3186	na	100422944
MIR3187	na	100422854
MIR3188	na	100422833
MIR3189	na	100422943
MIR3190	na	100422899
MIR3191	na	100422832
MIR3192	na	100422875
MIR3193	na	100422904
MIR3194	na	100422889
MIR3196	na	100423014
MIR3197	na	100423023
MIR3198-1	na	100423025
MIR3198-2	na	100616400
MIR3199-1	na	100423034
MIR3199-2	na	100422998
MIR31HG	na	554202
MIR32	na	407036
MIR3200	na	100422912
MIR3201	na	100422916
MIR3202-1	na	100422987
MIR3202-2	na	100422877
MIR320A	na	407037
MIR320B1	na	100302117
MIR320B2	na	100313769
MIR320C1	na	100302135
MIR320C2	na	100302195
MIR320D1	na	100313896
MIR320D2	na	100302169
MIR320E	na	100422913
MIR323A	na	442897
MIR323B	na	574410
MIR324	na	442898
MIR326	na	442900
MIR328	na	442901
MIR329-1	na	574408
MIR329-2	na	574409
MIR330	na	442902
MIR331	na	442903
MIR335	na	442904
MIR337	na	442905
MIR338	na	442906
MIR339	na	442907
MIR33A	na	407039
MIR33B	na	693120
MIR340	na	442908
MIR345	na	442910
MIR346	na	442911
MIR34A	na	407040
MIR34B	na	407041
MIR34C	na	407042
MIR3529	na	100616238
MIR3591	na	100616357
MIR3605	na	100500853
MIR3606	na	100500837
MIR3607	na	100500805
MIR3609	na	100500819
MIR3610	na	100500914
MIR3612	na	100500817
MIR3613	na	100500908
MIR3614	na	100500827
MIR3615	na	100500847
MIR3616	na	100500814
MIR3618	na	100500860
MIR3619	na	100500828
MIR362	na	574030
MIR3620	na	100500810
MIR3621	na	100500811
MIR3622A	na	100500858
MIR3622B	na	100500871
MIR363	na	574031
MIR3646	na	100500813
MIR3648-1	na	100500862
MIR3649	na	100500816
MIR3650	na	100500824
MIR3651	na	100500918
MIR3652	na	100500842
MIR3653	na	100500833
MIR3654	na	100500804
MIR3655	na	100500820
MIR3656	na	100500840
MIR3658	na	100500832
MIR3659	na	100500801
MIR365A	na	100126355
MIR365B	na	100126356
MIR3660	na	100500825
MIR3661	na	100500905
MIR3662	na	100500880
MIR3663	na	100500893
MIR3664	na	100500844
MIR3665	na	100500861
MIR3666	na	100500896
MIR3668	na	100500879
MIR367	na	442912
MIR3671	na	100500854
MIR3675	na	100500876
MIR3677	na	100500812
MIR3678	na	100500841
MIR3679	na	100500878
MIR3680-1	na	100500917
MIR3682	na	100500850
MIR3684	na	100500867
MIR3685	na	100500802
MIR3687-1	na	100500815
MIR3688-1	na	100500881
MIR3688-2	na	100616303
MIR3689A	na	100500846
MIR3689B	na	100500906
MIR3689C	na	100616333
MIR3689D1	na	100616131
MIR3689D2	na	100616344
MIR3689E	na	100616460
MIR3689F	na	100616212
MIR369	na	442914
MIR3690	na	100500894
MIR3691	na	100500900
MIR3692	na	100500899
MIR370	na	442915
MIR3714	na	100500913
MIR371A	na	442916
MIR371B	na	100616185
MIR372	na	442917
MIR373	na	442918
MIR374A	na	442919
MIR374B	na	100126317
MIR374C	na	100500807
MIR375	na	494324
MIR376A1	na	494325
MIR376A2	na	664615
MIR376B	na	574435
MIR376C	na	442913
MIR377	na	494326
MIR378C	na	100422867
MIR378D1	na	100616201
MIR378D2	na	100616169
MIR378E	na	100616498
MIR378F	na	100616492
MIR379	na	494328
